time,T,Vgs,Vds,Id,Cgs,Cgd,Cds
0.0,300,0.0,0.0,0.0,0.0,0.0,1e-12
0.001001001001001001,300,0.0,150.0,0.0,0.0,0.0,6.815416382327568e-14
0.002002002002002002,300,0.0,300.0,0.0,0.0,0.0,4.824833223044731e-14
0.003003003003003003,300,0.0,450.0,0.0,0.0,0.0,3.940989166038624e-14
0.004004004004004004,300,0.0,600.0,0.0,0.0,0.0,3.413659534382498e-14
0.005005005005005005,300,0.0,750.0,0.0,0.0,0.0,3.05362577029526e-14
0.006006006006006006,300,0.0,900.0,0.0,0.0,0.0,2.7877828280697394e-14
0.007007007007007007,300,0.0,1050.0,0.0,0.0,0.0,2.5811286645983366e-14
0.008008008008008008,300,0.0,1200.0,0.0,0.0,0.0,2.4145253238166803e-14
0.009009009009009009,300,2.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
0.01001001001001001,300,2.5,150.0,0.07762500000000003,1.15e-13,0.0,6.815416382327568e-14
0.011011011011011011,300,2.5,300.0,0.13584375000000004,1.15e-13,0.0,4.824833223044731e-14
0.012012012012012012,300,2.5,450.0,0.19406250000000008,1.15e-13,0.0,3.940989166038624e-14
0.013013013013013013,300,2.5,600.0,0.25228125000000007,1.15e-13,0.0,3.413659534382498e-14
0.014014014014014014,300,2.5,750.0,0.3105000000000001,1.15e-13,0.0,3.05362577029526e-14
0.015015015015015015,300,2.5,900.0,0.36871875000000015,1.15e-13,0.0,2.7877828280697394e-14
0.016016016016016016,300,2.5,1050.0,0.42693750000000014,1.15e-13,0.0,2.5811286645983366e-14
0.017017017017017015,300,2.5,1200.0,0.4851562500000002,1.15e-13,0.0,2.4145253238166803e-14
0.018018018018018018,300,5.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
0.01901901901901902,300,5.0,150.0,0.5520000000000002,1.15e-13,0.0,6.815416382327568e-14
0.02002002002002002,300,5.0,300.0,0.9660000000000003,1.15e-13,0.0,4.824833223044731e-14
0.02102102102102102,300,5.0,450.0,1.3800000000000003,1.15e-13,0.0,3.940989166038624e-14
0.022022022022022022,300,5.0,600.0,1.7940000000000005,1.15e-13,0.0,3.413659534382498e-14
0.023023023023023025,300,5.0,750.0,2.2080000000000006,1.15e-13,0.0,3.05362577029526e-14
0.024024024024024024,300,5.0,900.0,2.6220000000000008,1.15e-13,0.0,2.7877828280697394e-14
0.025025025025025023,300,5.0,1050.0,3.036000000000001,1.15e-13,0.0,2.5811286645983366e-14
0.026026026026026026,300,5.0,1200.0,3.450000000000001,1.15e-13,0.0,2.4145253238166803e-14
0.02702702702702703,300,7.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
0.028028028028028028,300,7.5,150.0,1.4576250000000004,1.15e-13,0.0,6.815416382327568e-14
0.029029029029029027,300,7.5,300.0,2.5508437500000007,1.15e-13,0.0,4.824833223044731e-14
0.03003003003003003,300,7.5,450.0,3.644062500000001,1.15e-13,0.0,3.940989166038624e-14
0.031031031031031032,300,7.5,600.0,4.737281250000001,1.15e-13,0.0,3.413659534382498e-14
0.03203203203203203,300,7.5,750.0,5.830500000000002,1.15e-13,0.0,3.05362577029526e-14
0.03303303303303303,300,7.5,900.0,6.923718750000002,1.15e-13,0.0,2.7877828280697394e-14
0.03403403403403403,300,7.5,1050.0,8.016937500000003,1.15e-13,0.0,2.5811286645983366e-14
0.035035035035035036,300,7.5,1200.0,9.110156250000003,1.15e-13,0.0,2.4145253238166803e-14
0.036036036036036036,300,10.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
0.037037037037037035,300,10.0,150.0,2.7945000000000007,1.15e-13,0.0,6.815416382327568e-14
0.03803803803803804,300,10.0,300.0,4.8903750000000015,1.15e-13,0.0,4.824833223044731e-14
0.03903903903903904,300,10.0,450.0,6.986250000000002,1.15e-13,0.0,3.940989166038624e-14
0.04004004004004004,300,10.0,600.0,9.082125000000001,1.15e-13,0.0,3.413659534382498e-14
0.04104104104104104,300,10.0,750.0,11.178000000000003,1.15e-13,0.0,3.05362577029526e-14
0.04204204204204204,300,10.0,900.0,13.273875000000004,1.15e-13,0.0,2.7877828280697394e-14
0.043043043043043044,300,10.0,1050.0,15.369750000000003,1.15e-13,0.0,2.5811286645983366e-14
0.044044044044044044,300,10.0,1200.0,17.465625000000003,1.15e-13,0.0,2.4145253238166803e-14
0.04504504504504504,300,12.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
0.04604604604604605,300,12.5,150.0,4.5626250000000015,1.15e-13,0.0,6.815416382327568e-14
0.04704704704704705,300,12.5,300.0,7.984593750000003,1.15e-13,0.0,4.824833223044731e-14
0.04804804804804805,300,12.5,450.0,11.406562500000003,1.15e-13,0.0,3.940989166038624e-14
0.04904904904904905,300,12.5,600.0,14.828531250000005,1.15e-13,0.0,3.413659534382498e-14
0.050050050050050046,300,12.5,750.0,18.250500000000006,1.15e-13,0.0,3.05362577029526e-14
0.05105105105105105,300,12.5,900.0,21.672468750000007,1.15e-13,0.0,2.7877828280697394e-14
0.05205205205205205,300,12.5,1050.0,25.09443750000001,1.15e-13,0.0,2.5811286645983366e-14
0.05305305305305305,300,12.5,1200.0,28.51640625000001,1.15e-13,0.0,2.4145253238166803e-14
0.05405405405405406,300,15.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
0.055055055055055056,300,15.0,150.0,6.762000000000002,1.15e-13,0.0,6.815416382327568e-14
0.056056056056056056,300,15.0,300.0,11.833500000000004,1.15e-13,0.0,4.824833223044731e-14
0.057057057057057055,300,15.0,450.0,16.905000000000005,1.15e-13,0.0,3.940989166038624e-14
0.058058058058058054,300,15.0,600.0,21.97650000000001,1.15e-13,0.0,3.413659534382498e-14
0.05905905905905906,300,15.0,750.0,27.04800000000001,1.15e-13,0.0,3.05362577029526e-14
0.06006006006006006,300,15.0,900.0,32.11950000000001,1.15e-13,0.0,2.7877828280697394e-14
0.06106106106106106,300,15.0,1050.0,37.19100000000001,1.15e-13,0.0,2.5811286645983366e-14
0.062062062062062065,300,15.0,1200.0,42.26250000000002,1.15e-13,0.0,2.4145253238166803e-14
0.06306306306306306,300,17.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
0.06406406406406406,300,17.5,150.0,9.392625000000002,1.15e-13,0.0,6.815416382327568e-14
0.06506506506506507,300,17.5,300.0,16.437093750000003,1.15e-13,0.0,4.824833223044731e-14
0.06606606606606606,300,17.5,450.0,23.481562500000006,1.15e-13,0.0,3.940989166038624e-14
0.06706706706706707,300,17.5,600.0,30.52603125000001,1.15e-13,0.0,3.413659534382498e-14
0.06806806806806806,300,17.5,750.0,37.57050000000001,1.15e-13,0.0,3.05362577029526e-14
0.06906906906906907,300,17.5,900.0,44.61496875000001,1.15e-13,0.0,2.7877828280697394e-14
0.07007007007007007,300,17.5,1050.0,51.65943750000001,1.15e-13,0.0,2.5811286645983366e-14
0.07107107107107107,300,17.5,1200.0,58.70390625000002,1.15e-13,0.0,2.4145253238166803e-14
0.07207207207207207,300,20.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
0.07307307307307308,300,20.0,150.0,12.454500000000003,1.15e-13,0.0,6.815416382327568e-14
0.07407407407407407,300,20.0,300.0,21.795375000000007,1.15e-13,0.0,4.824833223044731e-14
0.07507507507507508,300,20.0,450.0,31.136250000000008,1.15e-13,0.0,3.940989166038624e-14
0.07607607607607608,300,20.0,600.0,40.47712500000001,1.15e-13,0.0,3.413659534382498e-14
0.07707707707707707,300,20.0,750.0,49.81800000000001,1.15e-13,0.0,3.05362577029526e-14
0.07807807807807808,300,20.0,900.0,59.158875000000016,1.15e-13,0.0,2.7877828280697394e-14
0.07907907907907907,300,20.0,1050.0,68.49975000000002,1.15e-13,0.0,2.5811286645983366e-14
0.08008008008008008,300,20.0,1200.0,77.84062500000002,1.15e-13,0.0,2.4145253238166803e-14
0.08108108108108109,325,0.0,0.0,0.0,0.0,0.0,1e-12
0.08208208208208208,325,0.0,150.0,0.0,0.0,0.0,6.815416382327568e-14
0.08308308308308308,325,0.0,300.0,0.0,0.0,0.0,4.824833223044731e-14
0.08408408408408408,325,0.0,450.0,0.0,0.0,0.0,3.940989166038624e-14
0.08508508508508508,325,0.0,600.0,0.0,0.0,0.0,3.413659534382498e-14
0.08608608608608609,325,0.0,750.0,0.0,0.0,0.0,3.05362577029526e-14
0.08708708708708708,325,0.0,900.0,0.0,0.0,0.0,2.7877828280697394e-14
0.08808808808808809,325,0.0,1050.0,0.0,0.0,0.0,2.5811286645983366e-14
0.0890890890890891,325,0.0,1200.0,0.0,0.0,0.0,2.4145253238166803e-14
